City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,okhotsk,59.3833,143.3,14.23,89,100,0.9,RU,1689536038
364,strehaia,44.6167,23.2,25.07,62,0,1.51,RO,1689536038
365,jutai,-5.1833,-68.9,30.8,62,91,0.98,BR,1689536038
366,champerico,14.3,-91.9167,35.3,64,100,3.66,GT,1689536039
367,bethal,-26.4579,29.4655,8.63,46,0,1.61,ZA,1689536039
368,savanna-la-mar,18.219,-78.1332,32.97,62,62,0.52,JM,1689536039
369,ishikawa,26.4233,127.8214,28.41,86,75,8.23,JP,1689536040
370,bo phloi,14.3236,99.5161,26.42,73,100,4.86,TH,1689536040
371,nenjiang,49.1833,125.2167,13.99,89,89,0.9,CN,1689536040
372,svetlyy,54.675,20.1347,19.03,75,82,2.13,RU,1689536041
373,cannonvale,-20.2833,148.7,18.66,81,87,7.21,AU,1689536041
374,shimanovsk,52.0,127.7,16.59,71,4,1.87,RU,1689536041
375,san pedro,14.35,121.0167,25.18,98,75,1.03,PH,1689536042
376,ayorou,14.7308,0.9174,37.24,28,8,2.56,NE,1689536042
377,enewetak,11.3474,162.3373,28.14,78,80,7.71,MH,1689536043
378,fort stockton,30.894,-102.8793,37.31,21,0,5.14,US,1689536043
379,kutum,14.2,24.6667,30.34,25,6,2.4,SD,1689536043
380,lefka,35.1106,32.8506,29.09,46,0,2.36,CY,1689536044
381,lompoc,34.6391,-120.4579,27.14,73,75,3.6,US,1689536044
382,harpanahalli,14.8,75.9833,22.39,86,100,5.85,IN,1689536045
383,la passe,45.5549,-0.8967,20.02,71,49,2.98,FR,1689536045
384,minas de marcona,-15.2119,-75.1103,17.71,58,11,5.28,PE,1689536045
385,tura,25.5198,90.2201,24.51,89,100,2.21,IN,1689536046
386,naracoorte,-36.9579,140.7383,4.54,92,0,3.12,AU,1689536046
387,alaghsas,17.0187,8.0168,37.03,16,1,4.46,NE,1689536046
388,anloga,5.7947,0.8973,26.35,85,91,6.26,GH,1689536047
389,kourou,5.1552,-52.6478,28.03,73,5,4.71,GF,1689536047
390,gadzhiyevo,69.2551,33.3362,12.43,85,95,0.84,RU,1689536047
391,westport,41.1415,-73.3579,26.75,90,75,2.06,US,1689536048
392,akbarabad,29.2464,52.7793,31.79,27,0,1.97,IR,1689536048
393,tamanrasset,22.785,5.5228,31.95,19,40,2.57,DZ,1689536048
394,luganville,-15.5333,167.1667,24.36,87,99,7.82,VU,1689536049
395,tuensang,26.2833,94.8333,21.14,97,100,1.17,IN,1689536049
396,pisco,-13.7,-76.2167,21.03,68,100,5.14,PE,1689536050
397,mukalla,14.5425,49.1242,31.08,59,73,2.14,YE,1689536050
398,chai badan,15.2,101.1333,26.66,69,83,4.42,TH,1689536050
399,eskilstuna,59.3666,16.5077,18.88,73,16,4.83,SE,1689536051
400,velikiye luki,56.34,30.5452,17.5,59,10,2.89,RU,1689536051
401,kerch,45.3583,36.4758,23.91,58,0,5.79,UA,1689536051
402,quellon,-43.1167,-73.6167,7.14,70,0,2.57,CL,1689536052
403,tandag,9.0783,126.1986,25.45,87,100,1.41,PH,1689536053
404,saint-pierre,-21.3393,55.4781,22.82,73,0,7.72,RE,1689536053
405,parauapebas,-6.0675,-49.9022,33.99,42,20,0.0,BR,1689536053
406,thinadhoo,0.5333,72.9333,27.32,77,5,1.37,MV,1689536054
407,saint-georges,12.0564,-61.7485,30.82,66,40,7.2,GD,1689536054
408,borogontsy,62.6683,131.1683,8.72,76,8,1.22,RU,1689536054
409,buka,40.8108,69.1986,24.86,22,1,1.78,UZ,1689536055
410,sambava,-14.2667,50.1667,22.25,77,51,4.13,MG,1689536055
411,launceston,-41.45,147.1667,10.45,91,40,5.14,AU,1689535928
412,carutapera,-1.195,-46.02,26.1,87,88,3.75,BR,1689536056
413,boca do acre,-8.7522,-67.3978,30.22,58,86,1.01,BR,1689536056
414,naliya,23.2667,68.8333,28.63,73,99,6.68,IN,1689536057
415,ha'il,27.5219,41.6907,37.01,11,0,4.12,SA,1689536057
416,aripuana,-9.1667,-60.6333,35.88,25,4,1.68,BR,1689536057
417,kuala belait,4.5833,114.1833,26.09,90,52,2.97,BN,1689536058
418,valledupar,10.4631,-73.2532,31.83,62,40,3.6,CO,1689536058
419,tingo maria,-9.2895,-76.0088,30.2,50,29,2.15,PE,1689536059
420,aykhal,66.0,111.5,9.72,57,100,2.98,RU,1689536059
421,cururupu,-1.8283,-44.8683,27.82,73,51,2.1,BR,1689536059
422,khandyga,62.6667,135.6,11.04,82,99,1.86,RU,1689536060
423,saguenay,48.4168,-71.0657,21.71,94,100,3.6,CA,1689535996
424,suntar,62.1444,117.6319,7.34,77,50,2.75,RU,1689536060
425,coquimbo,-29.9533,-71.3436,14.85,82,0,7.2,CL,1689535996
426,jaisalmer,26.9147,70.9181,31.19,58,68,9.86,IN,1689536061
427,robertsport,6.7533,-11.3686,25.58,84,86,4.22,LR,1689536061
428,ndjole,-0.1783,10.7649,26.77,70,38,2.4,GA,1689536062
429,khash,28.2211,61.2158,28.59,10,2,1.92,IR,1689536062
430,bandarbeyla,9.4942,50.8122,24.21,81,87,13.87,SO,1689536062
431,komatsu,36.4026,136.4509,24.99,88,20,1.54,JP,1689536063
432,herzogenbuchsee,47.188,7.7062,22.23,71,48,0.93,CH,1689536063
433,zabaykal'sk,49.6333,117.3167,18.04,48,2,1.4,RU,1689536063
434,sferracavallo,42.726,12.0956,29.59,51,0,1.68,IT,1689536064
435,salinopolis,-0.6136,-47.3561,27.07,81,64,5.29,BR,1689536038
436,flekkefjord,58.2971,6.6607,16.08,95,78,6.64,NO,1689536064
437,sinop,41.7711,34.8709,16.37,84,0,1.44,TR,1689536065
438,okha,53.5739,142.9478,11.41,96,98,5.84,RU,1689536065
439,torit,4.4133,32.5678,23.77,68,49,1.77,SS,1689536066
440,fernie,49.5,-115.0687,29.38,22,7,2.47,CA,1689536066
441,comodoro rivadavia,-45.8667,-67.5,6.92,33,0,5.14,AR,1689536066
442,nicoya,10.1483,-85.452,27.38,83,100,4.65,CR,1689536067
443,morondava,-20.2833,44.2833,21.15,69,57,3.43,MG,1689536067
444,lubango,-14.9172,13.4925,16.89,30,60,1.3,AO,1689536068
445,luderitz,-26.6481,15.1594,19.02,41,0,3.54,NA,1689536068
446,ouadda,8.0777,22.4007,21.15,93,14,1.32,CF,1689536068
447,konstantinovka,49.6167,127.9833,14.52,91,69,1.17,RU,1689536069
448,zarghun shahr,32.8473,68.4457,24.06,36,4,5.01,AF,1689536069
449,uyuni,-20.4597,-66.825,9.63,16,67,5.36,BO,1689536069
450,pathein,16.7833,94.7333,25.8,91,100,2.59,MM,1689536070
451,san antonio oeste,-40.7319,-64.9477,6.95,44,75,9.31,AR,1689536070
452,manado,1.487,124.8455,27.43,74,20,5.14,ID,1689536071
453,sulak,43.2734,47.5146,18.41,87,100,9.13,RU,1689536071
454,pasighat,28.0667,95.3333,24.12,97,100,1.7,IN,1689536071
455,kargopol',61.5071,38.9456,16.77,79,79,1.42,RU,1689536073
456,hilo,19.7297,-155.09,26.81,78,40,3.13,US,1689536073
457,nikol'sk,53.7189,46.0712,14.23,93,100,3.81,RU,1689536074
458,shindand,33.3029,62.1474,29.94,15,0,5.97,AF,1689536074
459,port augusta,-32.5,137.7667,6.07,53,0,1.3,AU,1689536074
460,road town,18.4167,-64.6167,32.05,74,40,4.63,VG,1689536075
461,novyy urgal,51.0736,132.5642,15.12,92,100,0.13,RU,1689536075
462,derzhavinsk,51.1,66.3167,22.42,50,98,6.08,KZ,1689536075
463,zag,46.9441,99.165,13.63,63,72,0.69,MN,1689536076
464,arno,60.1167,18.6333,17.66,76,5,4.7,SE,1689536076
465,fortuna,40.5982,-124.1573,17.03,82,0,6.17,US,1689536076
466,termas de rio hondo,-27.4998,-64.8604,15.81,51,1,1.6,AR,1689536077
467,dilling,12.05,29.65,27.94,52,41,2.97,SD,1689536077
468,kone,-21.0595,164.8658,17.28,71,5,2.43,NC,1689536077
469,mao,39.8885,4.2658,26.31,94,75,3.6,ES,1689536078
470,pariaman,-0.619,100.12,24.54,89,40,1.6,ID,1689536078
471,chake chake,-5.2459,39.7666,24.09,77,0,5.27,TZ,1689536078
472,melekeok village,7.4957,134.6367,26.31,89,75,2.06,PW,1689536079
473,almazan,41.4865,-2.5309,23.77,23,8,2.3,ES,1689536079
474,rikaze,29.25,88.8833,12.47,73,99,1.37,CN,1689536079
475,valdivia,-39.8142,-73.2459,8.05,82,98,2.37,CL,1689536000
476,happy valley-goose bay,53.3168,-60.3315,29.17,48,75,4.63,CA,1689536080
477,chota,-6.55,-78.65,17.95,68,86,3.33,PE,1689536080
478,saipan,15.1355,145.701,28.39,100,20,5.14,MP,1689536081
479,kingston,17.997,-76.7936,32.53,75,20,11.32,JM,1689535824
480,fiambala,-27.6871,-67.6149,16.97,21,4,2.98,AR,1689536081
481,sesimbra,38.4445,-9.1015,22.81,61,0,8.94,PT,1689536082
482,sur,22.5667,59.5289,31.63,57,43,5.24,OM,1689536082
483,fada,9.5667,8.3,22.06,88,21,1.36,NG,1689536082
484,suva,-18.1416,178.4415,20.71,94,75,1.54,FJ,1689536083
485,ola,59.5833,151.2833,12.2,86,95,1.36,RU,1689536083
486,toliara,-23.35,43.6667,19.95,79,1,2.72,MG,1689536083
487,san rafael,-34.6177,-68.3301,9.01,29,77,3.18,AR,1689536084
488,tvoroyri,61.5556,-6.8111,10.42,80,100,7.04,FO,1689536084
489,pampas,-12.4,-74.9,18.12,33,24,3.91,PE,1689536084
490,harper,4.375,-7.7169,25.09,86,73,4.31,LR,1689536084
491,la'ie,21.6477,-157.9253,27.98,79,15,2.24,US,1689536085
492,kedungwuni,-6.9704,109.6479,22.89,80,14,2.96,ID,1689536085
493,alto araguaia,-17.3147,-53.2153,31.2,22,19,1.85,BR,1689536085
494,baki,-7.6128,110.7839,21.23,86,32,3.37,ID,1689536086
495,hakui,36.8833,136.7833,25.94,87,0,0.89,JP,1689536086
496,ugoofaaru,5.6667,73.0,28.27,78,24,6.78,MV,1689536086
497,churapcha,62.0025,132.4325,8.94,91,17,1.78,RU,1689536087
498,nadi,-17.8,177.4167,19.0,88,20,2.06,FJ,1689536087
499,selfoss,63.9331,-20.9971,12.8,54,79,2.71,IS,1689536088
500,kannus,63.9,23.9,18.57,78,100,5.1,FI,1689536088
501,neuquen,-38.9516,-68.0591,9.94,46,40,0.0,AR,1689535938
502,kenai,60.5544,-151.2583,12.83,98,100,3.09,US,1689536089
503,komsomol'sk,49.0097,33.6455,19.69,62,0,0.92,UA,1689536089
504,elliot,-31.3333,27.85,8.92,45,19,3.1,ZA,1689536089
505,zhaozhou,45.6833,125.3167,15.14,96,60,2.65,CN,1689536090
506,mitchell,43.7094,-98.0298,26.99,41,0,5.66,US,1689535899
507,ishurdi,24.1333,89.0833,26.12,92,100,3.44,BD,1689536090
508,lata,40.1629,-8.3327,19.49,75,28,2.28,PT,1689536091
509,alto barinas,8.5931,-70.2261,30.03,68,98,3.5,VE,1689536091
510,carauari,-4.8828,-66.8958,28.78,77,99,1.33,BR,1689536092
511,gubkinskiy,64.434,76.5026,11.94,47,7,3.16,RU,1689536092
512,messaad,34.1543,3.5031,31.45,8,0,4.85,DZ,1689536092
513,santa ana de yacuma,-13.75,-65.4333,31.97,45,40,3.09,BO,1689536093
514,maputo,-25.9653,32.5892,16.82,59,0,1.54,MZ,1689536093
515,amlame,7.4667,0.9,24.29,91,80,1.52,TG,1689536093
516,tongouson,5.0214,120.1328,28.59,79,93,7.69,PH,1689536094
517,poso,-1.3959,120.7524,25.36,77,100,1.77,ID,1689536094
518,urengoy,65.9667,78.3667,7.78,51,73,1.13,RU,1689536095
519,kerrville,30.0474,-99.1403,38.58,28,0,5.66,US,1689536095
520,praia,14.9215,-23.5087,29.3,70,75,3.6,CV,1689535830
521,rahachow,53.0934,30.0495,17.87,62,35,2.54,BY,1689536096
522,auki,-8.7676,160.7034,25.03,90,77,1.79,SB,1689536096
523,alesund,62.4723,6.1549,18.51,82,40,1.54,NO,1689536081
524,haiku-pauwela,20.9219,-156.3051,27.36,61,20,4.02,US,1689535846
525,pangai,-19.8,-174.35,21.06,88,100,5.66,TO,1689536097
526,saint-amand-les-eaux,50.4472,3.4308,18.24,72,83,2.4,FR,1689536097
527,levuka,50.1834,-105.4011,19.84,44,100,4.64,CA,1689536098
528,owen sound,44.5672,-80.9435,28.27,67,11,2.68,CA,1689536098
529,albert lea,43.648,-93.3683,25.18,57,0,3.6,US,1689535997
530,zhezqazghan,47.7833,67.7667,29.08,26,100,0.56,KZ,1689536099
531,talara,-4.5772,-81.2719,29.42,61,0,8.75,PE,1689536099
532,porto seguro,-16.4497,-39.0647,24.29,88,75,1.54,BR,1689536099
533,christchurch,-43.5333,172.6333,6.93,93,100,0.51,NZ,1689535759
534,waitara,-38.925,174.25,11.38,82,0,5.37,NZ,1689536100
535,newnham,-41.3833,147.1333,10.18,91,40,5.14,AU,1689536101
536,manicore,-5.8092,-61.3003,32.97,55,0,2.57,BR,1689536101
537,les avirons,-21.2418,55.3394,21.05,73,0,7.72,RE,1689536102
538,santa terezinha,-29.9002,-50.0904,14.49,75,64,5.88,BR,1689536103
539,natal,-5.795,-35.2094,28.36,65,40,6.69,BR,1689536104
540,savur,37.5388,40.8877,27.93,29,0,5.02,TR,1689536104
541,carbondale,37.7273,-89.2168,32.25,55,0,5.66,US,1689536078
542,ilomantsi,62.6716,30.9328,17.05,80,92,2.66,FI,1689536108
543,peterhead,57.5058,-1.7981,15.22,74,100,7.69,GB,1689535971
544,rice lake,45.5061,-91.7382,24.82,53,75,7.2,US,1689535891
545,namibe,-15.1961,12.1522,19.16,85,0,0.33,AO,1689536115
546,somero,60.6167,23.5333,19.69,97,100,2.57,FI,1689535893
547,chibougamau,49.9168,-74.3659,22.79,78,100,2.57,CA,1689536119
548,yelizovo,53.1873,158.3805,11.08,100,100,1.0,RU,1689535893
549,sanibel,26.449,-82.0223,35.03,68,37,2.68,US,1689536120
550,atasu,48.6814,71.6433,22.35,36,7,4.0,KZ,1689536121
551,hillsborough,37.5741,-122.3794,37.77,60,75,4.63,US,1689535854
552,farafangana,-22.8167,47.8333,19.57,80,55,1.98,MG,1689536121
553,hassleholm,56.1591,13.7664,18.75,74,2,3.86,SE,1689536122
554,liberty,31.8335,-81.5004,35.14,52,40,4.63,US,1689536122
555,bopolu,7.0667,-10.4875,22.58,98,88,1.45,LR,1689536123
556,colonia,50.9333,6.95,22.7,44,0,4.12,DE,1689535899
557,boyes hot springs,38.3138,-122.4819,41.69,38,0,2.06,US,1689536123
558,ghanzi,-21.5667,21.7833,13.32,35,1,3.22,BW,1689536124
559,borba,-4.3878,-59.5939,36.78,28,66,1.87,BR,1689536124
560,rampachodavaram,17.45,81.7667,24.86,83,100,3.36,IN,1689536125
561,orvieto,42.7195,12.1116,28.64,51,0,1.66,IT,1689536125
562,rosice,49.1823,16.3879,29.37,58,0,2.06,CZ,1689536125
563,luwuk,-0.9516,122.7875,23.86,89,100,2.65,ID,1689536126
564,broken hill,-31.95,141.4333,6.12,65,1,3.64,AU,1689535885
565,mil'kovo,55.6078,37.7956,19.27,69,58,1.96,RU,1689536127
566,maba,24.6841,113.5984,23.72,97,87,1.28,CN,1689536128
567,estevan,49.1334,-102.9842,21.11,46,75,5.66,CA,1689536128
568,avanigadda,16.0215,80.9181,28.86,65,100,2.17,IN,1689536128
569,fontenay-le-comte,46.5833,-1.0,19.8,73,1,3.27,FR,1689536129
570,castillos,-34.1667,-53.8333,9.88,60,11,5.58,UY,1689535999
571,masterton,-40.9597,175.6575,4.48,94,3,0.97,NZ,1689536130
572,mpanda,-6.3655,31.0409,19.0,47,0,0.55,TZ,1689536130
573,nar'yan-mar,67.6713,53.087,14.91,86,54,4.32,RU,1689536130
574,brookings,44.3114,-96.7984,23.99,60,0,6.17,US,1689536045
575,rancho palos verdes,33.7445,-118.387,33.01,78,0,3.6,US,1689535923
576,pitimbu,-7.4706,-34.8086,24.33,81,23,5.98,BR,1689536131
577,itoman,26.1247,127.6694,28.43,86,75,8.75,JP,1689536132
578,stara pazova,44.985,20.1608,30.12,58,0,1.54,RS,1689536132
579,chipinge,-20.1883,32.6236,10.96,48,0,0.94,ZW,1689536133
580,novozavedennoye,44.2628,43.6381,14.61,69,60,3.46,RU,1689536133
581,nizhnevartovsk,60.9344,76.5531,12.01,71,0,2.0,RU,1689536134
582,altai,46.3722,96.2583,18.33,29,22,1.41,MN,1689536134
583,pointe-noire,-4.7761,11.8635,21.3,90,6,3.18,CG,1689536134
584,nsanje,-16.92,35.262,17.28,60,0,0.84,MW,1689536135
585,calvinia,-31.4707,19.776,12.14,56,100,1.18,ZA,1689536135
